date,day,meal_type,menu_items,total_strength,actual_attendance
2025-04-05,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,6004
2025-04-05,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,10406
2025-04-06,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10978
2025-04-06,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13035
2025-04-06,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,8033
2025-04-06,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13646
2025-04-07,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9299
2025-04-07,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11230
2025-04-07,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,8716
2025-04-07,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9746
2025-04-08,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9779
2025-04-08,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9847
2025-04-08,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,7734
2025-04-08,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11458
2025-04-09,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10889
2025-04-09,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13380
2025-04-09,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6806
2025-04-09,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,11668
2025-04-10,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7163
2025-04-10,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,12497
2025-04-10,Thursday,Snack,"Veg Maggi, Frooti",14172,8706
2025-04-10,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11621
2025-04-11,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,10260
2025-04-11,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,12953
2025-04-11,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7528
2025-04-11,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8370
2025-04-12,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,11209
2025-04-12,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6469
2025-04-12,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5280
2025-04-12,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,10367
2025-04-13,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,11565
2025-04-13,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13281
2025-04-13,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7433
2025-04-13,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13717
2025-04-14,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,11018
2025-04-14,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11180
2025-04-14,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,8051
2025-04-14,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9291
2025-04-15,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8953
2025-04-15,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9332
2025-04-15,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8871
2025-04-15,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11523
2025-04-16,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10371
2025-04-16,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,12916
2025-04-16,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6631
2025-04-16,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13888
2025-04-17,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6836
2025-04-17,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2025-04-17,Thursday,Snack,"Veg Maggi, Frooti",14172,8170
2025-04-17,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11327
2025-04-18,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,8546
2025-04-18,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,12607
2025-04-18,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7442
2025-04-18,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8722
2025-04-19,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9689
2025-04-19,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7527
2025-04-19,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5733
2025-04-19,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,12524
2025-04-20,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,9848
2025-04-20,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12308
2025-04-20,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7933
2025-04-20,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,12998
2025-04-21,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10303
2025-04-21,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,10993
2025-04-21,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,8364
2025-04-21,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8728
2025-04-22,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8405
2025-04-22,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9261
2025-04-22,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8472
2025-04-22,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11433
2025-04-23,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10419
2025-04-23,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2025-04-23,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,7454
2025-04-23,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,11979
2025-04-24,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6276
2025-04-24,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13474
2025-04-24,Thursday,Snack,"Veg Maggi, Frooti",14172,8743
2025-04-24,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11777
2025-04-25,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,8449
2025-04-25,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13209
2025-04-25,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,6782
2025-04-25,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8598
2025-04-26,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10970
2025-04-26,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6344
2025-04-26,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5763
2025-04-26,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,12166
2025-04-27,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10943
2025-04-27,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13526
2025-04-27,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7455
2025-04-27,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13743
2025-04-28,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10752
2025-04-28,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11792
2025-04-28,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,8633
2025-04-28,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8525
2025-04-29,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9655
2025-04-29,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9541
2025-04-29,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8341
2025-04-29,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10901
2025-04-30,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9289
2025-04-30,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2025-04-30,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6695
2025-04-30,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13750
2025-05-01,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6675
2025-05-01,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2025-05-01,Thursday,Snack,"Veg Maggi, Frooti",14172,7960
2025-05-01,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11105
2025-05-02,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9012
2025-05-02,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13013
2025-05-02,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7745
2025-05-02,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8868
2025-05-03,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9330
2025-05-03,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7094
2025-05-03,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5537
2025-05-03,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11411
2025-05-04,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10321
2025-05-04,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12160
2025-05-04,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7063
2025-05-04,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,12552
2025-05-05,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,11041
2025-05-05,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11710
2025-05-05,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7976
2025-05-05,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8693
2025-05-06,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9615
2025-05-06,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,8957
2025-05-06,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8815
2025-05-06,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,9888
2025-05-07,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9862
2025-05-07,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2025-05-07,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6922
2025-05-07,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12186
2025-05-08,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7463
2025-05-08,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2025-05-08,Thursday,Snack,"Veg Maggi, Frooti",14172,8070
2025-05-08,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,12104
2025-05-09,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9450
2025-05-09,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13888
2025-05-09,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7045
2025-05-09,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8820
2025-05-10,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9515
2025-05-10,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7074
2025-05-10,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5503
2025-05-10,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11705
2025-05-11,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,11117
2025-05-11,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13102
2025-05-11,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,6651
2025-05-11,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,12580
2025-05-12,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,11084
2025-05-12,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11697
2025-05-12,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7484
2025-05-12,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8778
2025-05-13,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8630
2025-05-13,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9575
2025-05-13,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8965
2025-05-13,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10478
2025-05-14,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10995
2025-05-14,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2025-05-14,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,7674
2025-05-14,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13290
2025-05-15,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6171
2025-05-15,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2025-05-15,Thursday,Snack,"Veg Maggi, Frooti",14172,7174
2025-05-15,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11212
2025-05-16,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9189
2025-05-16,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13533
2025-05-16,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,6620
2025-05-16,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,7795
2025-05-17,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,11185
2025-05-17,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6667
2025-05-17,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,6119
2025-05-17,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11680
2025-05-18,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10143
2025-05-18,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13015
2025-05-18,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,8049
2025-05-18,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2025-05-19,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9226
2025-05-19,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11014
2025-05-19,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7701
2025-05-19,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9163
2025-05-20,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8306
2025-05-20,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,10140
2025-05-20,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8656
2025-05-20,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11137
2025-05-21,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10270
2025-05-21,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2025-05-21,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,7024
2025-05-21,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12217
2025-05-22,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6893
2025-05-22,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,12807
2025-05-22,Thursday,Snack,"Veg Maggi, Frooti",14172,7690
2025-05-22,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,12126
2025-05-23,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9294
2025-05-23,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,12654
2025-05-23,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7733
2025-05-23,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8367
2025-05-24,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9892
2025-05-24,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6913
2025-05-24,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5984
2025-05-24,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11373
2025-05-25,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10751
2025-05-25,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,11783
2025-05-25,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,6981
2025-05-25,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2025-05-26,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10741
2025-05-26,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,10885
2025-05-26,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7264
2025-05-26,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9956
2025-05-27,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8964
2025-05-27,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,10046
2025-05-27,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8605
2025-05-27,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10628
2025-05-28,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10269
2025-05-28,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2025-05-28,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,7673
2025-05-28,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13707
2025-05-29,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7088
2025-05-29,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2025-05-29,Thursday,Snack,"Veg Maggi, Frooti",14172,8753
2025-05-29,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,13001
2025-05-30,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9289
2025-05-30,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,12459
2025-05-30,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7848
2025-05-30,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8725
2025-05-31,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10694
2025-05-31,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7417
2025-05-31,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5510
2025-05-31,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,10891
2025-06-01,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,11592
2025-06-01,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13050
2025-06-01,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7890
2025-06-01,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2025-06-02,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9582
2025-06-02,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11834
2025-06-02,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,8215
2025-06-02,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8685
2025-06-03,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9186
2025-06-03,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9206
2025-06-03,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,7745
2025-06-03,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10049
2025-06-04,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9351
2025-06-04,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13256
2025-06-04,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,7000
2025-06-04,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12949
2025-06-05,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7299
2025-06-05,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13439
2025-06-05,Thursday,Snack,"Veg Maggi, Frooti",14172,8222
2025-06-05,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,12849
2025-06-06,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9980
2025-06-06,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13126
2025-06-06,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7928
2025-06-06,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8874
2025-06-07,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9977
2025-06-07,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7576
2025-06-07,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5335
2025-06-07,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,10299
2025-06-08,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10327
2025-06-08,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13853
2025-06-08,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7781
2025-06-08,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2025-06-09,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10504
2025-06-09,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11843
2025-06-09,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,8103
2025-06-09,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9077
2025-06-10,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8851
2025-06-10,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9142
2025-06-10,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8333
2025-06-10,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,9860
2025-06-11,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10350
2025-06-11,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
