date,day,meal_type,expected_students,actual_attendance
2029-01-14,Sunday,snacks,3227,3087
2029-01-14,Sunday,dinner,5214,4965
2029-01-15,Monday,breakfast,7835,7370
2029-01-15,Monday,lunch,8948,8440
2029-01-15,Monday,snacks,6404,5845
2029-01-15,Monday,dinner,9337,8237
2029-01-16,Tuesday,breakfast,7797,7367
2029-01-16,Tuesday,lunch,8962,7941
2029-01-16,Tuesday,snacks,5593,5134
2029-01-16,Tuesday,dinner,9503,8682
2029-01-17,Wednesday,breakfast,8459,7940
2029-01-17,Wednesday,lunch,8329,7615
2029-01-17,Wednesday,snacks,5675,5079
2029-01-17,Wednesday,dinner,8987,8196
2029-01-18,Thursday,breakfast,7825,7010
2029-01-18,Thursday,lunch,9431,9000
2029-01-18,Thursday,snacks,6437,5702
2029-01-18,Thursday,dinner,9342,8967
2029-01-19,Friday,breakfast,7834,7100
2029-01-19,Friday,lunch,8383,7923
2029-01-19,Friday,snacks,6219,5589
2029-01-19,Friday,dinner,9080,8779
2029-01-20,Saturday,breakfast,4262,3752
2029-01-20,Saturday,lunch,4772,4331
2029-01-20,Saturday,snacks,3535,3393
2029-01-20,Saturday,dinner,5144,4962
2029-01-21,Sunday,breakfast,4624,4156
2029-01-21,Sunday,lunch,4982,4401
2029-01-21,Sunday,snacks,3308,3198
2029-01-21,Sunday,dinner,5356,5010
2029-01-22,Monday,breakfast,7761,7446
2029-01-22,Monday,lunch,9232,8725
2029-01-22,Monday,snacks,6109,5664
2029-01-22,Monday,dinner,10227,9763
2029-01-23,Tuesday,breakfast,7984,7600
2029-01-23,Tuesday,lunch,8286,7507
2029-01-23,Tuesday,snacks,5746,5258
2029-01-23,Tuesday,dinner,9325,8394
2029-01-24,Wednesday,breakfast,8080,7794
2029-01-24,Wednesday,lunch,8589,7855
2029-01-24,Wednesday,snacks,6132,5491
2029-01-24,Wednesday,dinner,9651,8732
2029-01-25,Thursday,breakfast,7951,7624
2029-01-25,Thursday,lunch,9318,8500
2029-01-25,Thursday,snacks,6077,5751
2029-01-25,Thursday,dinner,9928,9162
2029-01-26,Friday,breakfast,7584,7336
2029-01-26,Friday,lunch,9442,8934
2029-01-26,Friday,snacks,6244,5527
2029-01-26,Friday,dinner,9183,8702
2029-01-27,Saturday,breakfast,4298,4089
2029-01-27,Saturday,lunch,5269,4666
2029-01-27,Saturday,snacks,3095,2978
2029-01-27,Saturday,dinner,5078,4501
2029-01-28,Sunday,breakfast,4550,4350
2029-01-28,Sunday,lunch,4843,4424
2029-01-28,Sunday,snacks,3235,2847
2029-01-28,Sunday,dinner,5144,4872
2029-01-29,Monday,breakfast,7692,7372
2029-01-29,Monday,lunch,9519,8446
2029-01-29,Monday,snacks,5865,5619
2029-01-29,Monday,dinner,9261,8560
2029-01-30,Tuesday,breakfast,8306,7457
2029-01-30,Tuesday,lunch,8936,8129
2029-01-30,Tuesday,snacks,6200,5866
2029-01-30,Tuesday,dinner,9816,8916
2029-01-31,Wednesday,breakfast,7426,6992
2029-01-31,Wednesday,lunch,8454,7868
2029-01-31,Wednesday,snacks,6417,5764
2029-01-31,Wednesday,dinner,9132,8329
2029-02-01,Thursday,breakfast,7925,7259
2029-02-01,Thursday,lunch,9164,8309
2029-02-01,Thursday,snacks,6339,5641
2029-02-01,Thursday,dinner,9951,9428
2029-02-02,Friday,breakfast,8396,7958
2029-02-02,Friday,lunch,8644,8302
2029-02-02,Friday,snacks,6292,5977
2029-02-02,Friday,dinner,9133,8359
2029-02-03,Saturday,breakfast,4694,4254
2029-02-03,Saturday,lunch,5143,4796
2029-02-03,Saturday,snacks,3255,3149
2029-02-03,Saturday,dinner,5615,5066
2029-02-04,Sunday,breakfast,4304,3906
2029-02-04,Sunday,lunch,4754,4234
2029-02-04,Sunday,snacks,3039,2825
2029-02-04,Sunday,dinner,5050,4834
2029-02-05,Monday,breakfast,8120,7475
2029-02-05,Monday,lunch,8646,8009
2029-02-05,Monday,snacks,6307,5709
2029-02-05,Monday,dinner,9525,8504
2029-02-06,Tuesday,breakfast,7557,6995
2029-02-06,Tuesday,lunch,9480,9086
2029-02-06,Tuesday,snacks,6263,6004
2029-02-06,Tuesday,dinner,9478,9017
2029-02-07,Wednesday,breakfast,7992,7313
2029-02-07,Wednesday,lunch,8887,8304
2029-02-07,Wednesday,snacks,5773,5512
2029-02-07,Wednesday,dinner,10035,9655
2029-02-08,Thursday,breakfast,7996,7160
2029-02-08,Thursday,lunch,8434,7562
2029-02-08,Thursday,snacks,5641,5389
2029-02-08,Thursday,dinner,9289,8281
2029-02-09,Friday,breakfast,8040,7364
2029-02-09,Friday,lunch,9410,8832
2029-02-09,Friday,snacks,6460,6136
2029-02-09,Friday,dinner,9174,8671
2029-02-10,Saturday,breakfast,4568,4222
2029-02-10,Saturday,lunch,4591,4095
2029-02-10,Saturday,snacks,3306,3114
2029-02-10,Saturday,dinner,5470,5293
2029-02-11,Sunday,breakfast,4513,4197
2029-02-11,Sunday,lunch,4963,4596
2029-02-11,Sunday,snacks,3069,2718
2029-02-11,Sunday,dinner,5492,5165
2029-02-12,Monday,breakfast,7594,6705
2029-02-12,Monday,lunch,8816,8115
2029-02-12,Monday,snacks,5629,5213
2029-02-12,Monday,dinner,10237,9888
2029-02-13,Tuesday,breakfast,8021,7749
2029-02-13,Tuesday,lunch,8295,7787
2029-02-13,Tuesday,snacks,5900,5212
2029-02-13,Tuesday,dinner,8916,8616
2029-02-14,Wednesday,breakfast,8053,7368
2029-02-14,Wednesday,lunch,8352,7736
2029-02-14,Wednesday,snacks,6092,5534
2029-02-14,Wednesday,dinner,10259,9094
2029-02-15,Thursday,breakfast,7616,7153
2029-02-15,Thursday,lunch,9488,8571
2029-02-15,Thursday,snacks,6187,5643
2029-02-15,Thursday,dinner,10210,9429
2029-02-16,Friday,breakfast,7410,6683
2029-02-16,Friday,lunch,8682,8358
2029-02-16,Friday,snacks,6023,5665
2029-02-16,Friday,dinner,10230,9052
2029-02-17,Saturday,breakfast,4181,4030
2029-02-17,Saturday,lunch,4889,4683
2029-02-17,Saturday,snacks,3278,2996
2029-02-17,Saturday,dinner,5624,5048
2029-02-18,Sunday,breakfast,4048,3882
2029-02-18,Sunday,lunch,5146,4791
2029-02-18,Sunday,snacks,3201,2950
2029-02-18,Sunday,dinner,5530,5355
2029-02-19,Monday,breakfast,8140,7408
2029-02-19,Monday,lunch,8845,8051
2029-02-19,Monday,snacks,5785,5301
2029-02-19,Monday,dinner,8956,8402
2029-02-20,Tuesday,breakfast,7898,6971
2029-02-20,Tuesday,lunch,8539,7554
2029-02-20,Tuesday,snacks,5885,5357
2029-02-20,Tuesday,dinner,9451,8672
2029-02-21,Wednesday,breakfast,8293,7485
2029-02-21,Wednesday,lunch,9371,8702
2029-02-21,Wednesday,snacks,5696,5172
2029-02-21,Wednesday,dinner,9286,8785
2029-02-22,Thursday,breakfast,8079,7618
2029-02-22,Thursday,lunch,8989,8568
2029-02-22,Thursday,snacks,6405,5747
2029-02-22,Thursday,dinner,9985,9383
2029-02-23,Friday,breakfast,7731,7364
2029-02-23,Friday,lunch,9297,8695
2029-02-23,Friday,snacks,5747,5503
2029-02-23,Friday,dinner,9085,8547
2029-02-24,Saturday,breakfast,4679,4507
2029-02-24,Saturday,lunch,4775,4353
2029-02-24,Saturday,snacks,3415,3189
2029-02-24,Saturday,dinner,5338,5141
2029-02-25,Sunday,breakfast,4182,3689
2029-02-25,Sunday,lunch,4726,4427
2029-02-25,Sunday,snacks,3078,2766
2029-02-25,Sunday,dinner,5630,5251
2029-02-26,Monday,breakfast,7598,7274
2029-02-26,Monday,lunch,8515,7599
2029-02-26,Monday,snacks,6310,5796
2029-02-26,Monday,dinner,9883,8883
2029-02-27,Tuesday,breakfast,7607,7181
2029-02-27,Tuesday,lunch,9171,8529
2029-02-27,Tuesday,snacks,5629,4996
2029-02-27,Tuesday,dinner,10003,9003
2029-02-28,Wednesday,breakfast,8070,7442
2029-02-28,Wednesday,lunch,9024,8728
2029-02-28,Wednesday,snacks,6421,6213
2029-02-28,Wednesday,dinner,10183,9122
2029-03-01,Thursday,breakfast,7546,6681
2029-03-01,Thursday,lunch,9027,8282
2029-03-01,Thursday,snacks,5625,5066
2029-03-01,Thursday,dinner,8962,8534
2029-03-02,Friday,breakfast,8279,7881
2029-03-02,Friday,lunch,8374,7935
2029-03-02,Friday,snacks,5908,5515
2029-03-02,Friday,dinner,9299,8941
2029-03-03,Saturday,breakfast,4273,4041
2029-03-03,Saturday,lunch,5065,4621
2029-03-03,Saturday,snacks,3200,2861
2029-03-03,Saturday,dinner,5027,4690
2029-03-04,Sunday,breakfast,4113,3969
2029-03-04,Sunday,lunch,4988,4730
2029-03-04,Sunday,snacks,3385,3039
2029-03-04,Sunday,dinner,5604,5100
2029-03-05,Monday,breakfast,7775,6961
2029-03-05,Monday,lunch,8581,7665
2029-03-05,Monday,snacks,6479,6202
2029-03-05,Monday,dinner,9324,8565
2029-03-06,Tuesday,breakfast,8299,7714
2029-03-06,Tuesday,lunch,8832,8071
2029-03-06,Tuesday,snacks,6470,5782
2029-03-06,Tuesday,dinner,9616,8853
2029-03-07,Wednesday,breakfast,7500,6685
2029-03-07,Wednesday,lunch,8547,7693
2029-03-07,Wednesday,snacks,5791,5524
2029-03-07,Wednesday,dinner,9193,8393
2029-03-08,Thursday,breakfast,7930,7523
2029-03-08,Thursday,lunch,8948,7972
2029-03-08,Thursday,snacks,5684,5200
2029-03-08,Thursday,dinner,8950,8374
2029-03-09,Friday,breakfast,8420,7469
2029-03-09,Friday,lunch,9621,8887
2029-03-09,Friday,snacks,6422,6214
2029-03-09,Friday,dinner,10076,9139
2029-03-10,Saturday,breakfast,4530,4192
2029-03-10,Saturday,lunch,5071,4604
2029-03-10,Saturday,snacks,3355,3053
2029-03-10,Saturday,dinner,4987,4665
2029-03-11,Sunday,breakfast,4580,4106
2029-03-11,Sunday,lunch,4892,4478
2029-03-11,Sunday,snacks,3346,3029
2029-03-11,Sunday,dinner,4902,4386
2029-03-12,Monday,breakfast,7413,7121
2029-03-12,Monday,lunch,9370,8876
2029-03-12,Monday,snacks,6233,5620
2029-03-12,Monday,dinner,8781,8348
2029-03-13,Tuesday,breakfast,7637,7041
2029-03-13,Tuesday,lunch,9397,8626
2029-03-13,Tuesday,snacks,6211,5752
2029-03-13,Tuesday,dinner,9859,8983
2029-03-14,Wednesday,breakfast,8584,8179
2029-03-14,Wednesday,lunch,8825,8195
2029-03-14,Wednesday,snacks,5989,5792
2029-03-14,Wednesday,dinner,9784,9065
2029-03-15,Thursday,breakfast,8280,7349
2029-03-15,Thursday,lunch,8465,8011
2029-03-15,Thursday,snacks,5688,5166
2029-03-15,Thursday,dinner,8917,8295
2029-03-16,Friday,breakfast,7665,6853
2029-03-16,Friday,lunch,8738,8188
2029-03-16,Friday,snacks,5856,5405
2029-03-16,Friday,dinner,9523,9015
2029-03-17,Saturday,breakfast,4374,4077
2029-03-17,Saturday,lunch,4862,4699
2029-03-17,Saturday,snacks,3415,3054
2029-03-17,Saturday,dinner,5191,4988
2029-03-18,Sunday,breakfast,4191,3709
2029-03-18,Sunday,lunch,4687,4230
2029-03-18,Sunday,snacks,3088,2904
2029-03-18,Sunday,dinner,5382,4844
2029-03-19,Monday,breakfast,7435,6892
2029-03-19,Monday,lunch,8466,7762
2029-03-19,Monday,snacks,6233,5733
2029-03-19,Monday,dinner,10160,9830
2029-03-20,Tuesday,breakfast,8614,7847
2029-03-20,Tuesday,lunch,9456,8380
2029-03-20,Tuesday,snacks,5947,5349
2029-03-20,Tuesday,dinner,9378,8968
2029-03-21,Wednesday,breakfast,7924,7538
2029-03-21,Wednesday,lunch,9521,8541
2029-03-21,Wednesday,snacks,6055,5360
2029-03-21,Wednesday,dinner,9813,8712
2029-03-22,Thursday,breakfast,8177,7392
2029-03-22,Thursday,lunch,8342,8011
2029-03-22,Thursday,snacks,6340,6019
2029-03-22,Thursday,dinner,10212,9280
2029-03-23,Friday,breakfast,8487,7662
2029-03-23,Friday,lunch,8913,8593
2029-03-23,Friday,snacks,6457,5686
2029-03-23,Friday,dinner,9259,8358
2029-03-24,Saturday,breakfast,4602,4161
2029-03-24,Saturday,lunch,4815,4288
2029-03-24,Saturday,snacks,3409,3175
2029-03-24,Saturday,dinner,5257,5063
2029-03-25,Sunday,breakfast,4085,3778
2029-03-25,Sunday,lunch,5060,4519
2029-03-25,Sunday,snacks,3127,2873
2029-03-25,Sunday,dinner,4865,4471
2029-03-26,Monday,breakfast,7866,7246
2029-03-26,Monday,lunch,9114,8197
2029-03-26,Monday,snacks,5558,5079
2029-03-26,Monday,dinner,10027,8962
2029-03-27,Tuesday,breakfast,8475,8035
2029-03-27,Tuesday,lunch,9650,8783
2029-03-27,Tuesday,snacks,6380,5760
2029-03-27,Tuesday,dinner,10063,9412
2029-03-28,Wednesday,breakfast,8404,7919
2029-03-28,Wednesday,lunch,9397,8314
2029-03-28,Wednesday,snacks,6163,5791
2029-03-28,Wednesday,dinner,9477,8974
2029-03-29,Thursday,breakfast,7975,7435
2029-03-29,Thursday,lunch,8483,8132
2029-03-29,Thursday,snacks,5807,5543
2029-03-29,Thursday,dinner,9814,9411
2029-03-30,Friday,breakfast,8351,7407
2029-03-30,Friday,lunch,9253,8396
2029-03-30,Friday,snacks,6110,5849
2029-03-30,Friday,dinner,10036,8915
2029-03-31,Saturday,breakfast,4495,4146
2029-03-31,Saturday,lunch,5181,4822
2029-03-31,Saturday,snacks,3095,2835
2029-03-31,Saturday,dinner,5577,5304
2029-04-01,Sunday,breakfast,4135,3796
2029-04-01,Sunday,lunch,4789,4561
2029-04-01,Sunday,snacks,3470,3228
2029-04-01,Sunday,dinner,4982,4610
2029-04-02,Monday,breakfast,7842,7445
2029-04-02,Monday,lunch,8941,8011
2029-04-02,Monday,snacks,6386,5893
2029-04-02,Monday,dinner,9257,8245
2029-04-03,Tuesday,breakfast,8460,7538
2029-04-03,Tuesday,lunch,8402,7466
2029-04-03,Tuesday,snacks,6137,5668
2029-04-03,Tuesday,dinner,9562,8805
2029-04-04,Wednesday,breakfast,8634,8289
2029-04-04,Wednesday,lunch,8748,7763
2029-04-04,Wednesday,snacks,5979,5745
2029-04-04,Wednesday,dinner,8771,8028
2029-04-05,Thursday,breakfast,8270,7361
2029-04-05,Thursday,lunch,8626,8344
2029-04-05,Thursday,snacks,6071,5814
2029-04-05,Thursday,dinner,9886,8708
2029-04-06,Friday,breakfast,7621,7228
2029-04-06,Friday,lunch,8346,7789
2029-04-06,Friday,snacks,6428,5950
2029-04-06,Friday,dinner,10223,9864
2029-04-07,Saturday,breakfast,4330,3811
2029-04-07,Saturday,lunch,4579,4388
2029-04-07,Saturday,snacks,3450,3191
2029-04-07,Saturday,dinner,5585,4988
2029-04-08,Sunday,breakfast,4158,3955
2029-04-08,Sunday,lunch,5306,4844
2029-04-08,Sunday,snacks,3418,3297
2029-04-08,Sunday,dinner,5554,5287
2029-04-09,Monday,breakfast,7763,6980
2029-04-09,Monday,lunch,9351,8501
2029-04-09,Monday,snacks,5679,5132
2029-04-09,Monday,dinner,8801,8190
2029-04-10,Tuesday,breakfast,7788,6917
2029-04-10,Tuesday,lunch,9300,8409
2029-04-10,Tuesday,snacks,6460,5686
2029-04-10,Tuesday,dinner,9711,9196
2029-04-11,Wednesday,breakfast,7909,7248
2029-04-11,Wednesday,lunch,8404,7595
2029-04-11,Wednesday,snacks,5850,5302
2029-04-11,Wednesday,dinner,9799,8934
2029-04-12,Thursday,breakfast,8542,7561
2029-04-12,Thursday,lunch,9392,8538
2029-04-12,Thursday,snacks,5668,5026
2029-04-12,Thursday,dinner,9668,8576
2029-04-13,Friday,breakfast,8346,7412
2029-04-13,Friday,lunch,8814,8203
2029-04-13,Friday,snacks,6282,5763
2029-04-13,Friday,dinner,9897,8881
2029-04-14,Saturday,breakfast,4688,4326
2029-04-14,Saturday,lunch,5044,4875
2029-04-14,Saturday,snacks,3105,2752
2029-04-14,Saturday,dinner,5440,5004
2029-04-15,Sunday,breakfast,4626,4088
2029-04-15,Sunday,lunch,5070,4481
2029-04-15,Sunday,snacks,3117,2799
2029-04-15,Sunday,dinner,4957,4628
2029-04-16,Monday,breakfast,7746,7400
2029-04-16,Monday,lunch,8441,7486
2029-04-16,Monday,snacks,5984,5389
2029-04-16,Monday,dinner,9950,8893
2029-04-17,Tuesday,breakfast,7976,7593
2029-04-17,Tuesday,lunch,9179,8697
2029-04-17,Tuesday,snacks,6089,5457
2029-04-17,Tuesday,dinner,9654,8502
2029-04-18,Wednesday,breakfast,7788,7247
2029-04-18,Wednesday,lunch,8921,8191
2029-04-18,Wednesday,snacks,6464,5712
2029-04-18,Wednesday,dinner,9174,8805
2029-04-19,Thursday,breakfast,7828,7453
2029-04-19,Thursday,lunch,8928,7947
2029-04-19,Thursday,snacks,6047,5847
2029-04-19,Thursday,dinner,10145,8942
2029-04-20,Friday,breakfast,8571,8214
2029-04-20,Friday,lunch,8481,7498
2029-04-20,Friday,snacks,6035,5420
2029-04-20,Friday,dinner,8913,8432
2029-04-21,Saturday,breakfast,4438,4238
2029-04-21,Saturday,lunch,5012,4823
2029-04-21,Saturday,snacks,3269,2922
2029-04-21,Saturday,dinner,5215,4987
2029-04-22,Sunday,breakfast,4616,4225
2029-04-22,Sunday,lunch,5187,4993
2029-04-22,Sunday,snacks,3114,2867
2029-04-22,Sunday,dinner,4927,4372
2029-04-23,Monday,breakfast,8448,7875
2029-04-23,Monday,lunch,8679,7967
2029-04-23,Monday,snacks,5868,5653
2029-04-23,Monday,dinner,10033,9496
2029-04-24,Tuesday,breakfast,8625,8128
2029-04-24,Tuesday,lunch,8820,8368
2029-04-24,Tuesday,snacks,5861,5424
2029-04-24,Tuesday,dinner,9135,8803
2029-04-25,Wednesday,breakfast,8100,7745
2029-04-25,Wednesday,lunch,9014,8417
2029-04-25,Wednesday,snacks,6399,6093
2029-04-25,Wednesday,dinner,9759,8759
2029-04-26,Thursday,breakfast,8428,7499
2029-04-26,Thursday,lunch,9073,8765
2029-04-26,Thursday,snacks,5868,5368
2029-04-26,Thursday,dinner,8800,8007
2029-04-27,Friday,breakfast,7527,6625
2029-04-27,Friday,lunch,9311,8735
2029-04-27,Friday,snacks,5648,4992
2029-04-27,Friday,dinner,9868,8845
2029-04-28,Saturday,breakfast,4432,4222
2029-04-28,Saturday,lunch,4913,4721
2029-04-28,Saturday,snacks,3359,3209
2029-04-28,Saturday,dinner,5477,5008
2029-04-29,Sunday,breakfast,4713,4292
2029-04-29,Sunday,lunch,4877,4582
2029-04-29,Sunday,snacks,3322,3024
2029-04-29,Sunday,dinner,4914,4366
2029-04-30,Monday,breakfast,8536,7993
2029-04-30,Monday,lunch,9633,9259
2029-04-30,Monday,snacks,6043,5675
2029-04-30,Monday,dinner,9039,8170
2029-05-01,Tuesday,breakfast,8000,7136
2029-05-01,Tuesday,lunch,8736,8191
2029-05-01,Tuesday,snacks,6215,5962
2029-05-01,Tuesday,dinner,9066,8348
2029-05-02,Wednesday,breakfast,8460,7746
2029-05-02,Wednesday,lunch,8314,7432
2029-05-02,Wednesday,snacks,5693,5126
2029-05-02,Wednesday,dinner,9876,9356
2029-05-03,Thursday,breakfast,7821,7127
2029-05-03,Thursday,lunch,8811,7949
2029-05-03,Thursday,snacks,5713,5234
2029-05-03,Thursday,dinner,8854,8540
2029-05-04,Friday,breakfast,7833,7090
2029-05-04,Friday,lunch,9078,8302
2029-05-04,Friday,snacks,5670,5457
2029-05-04,Friday,dinner,9619,8680
2029-05-05,Saturday,breakfast,4601,4297
2029-05-05,Saturday,lunch,4993,4584
2029-05-05,Saturday,snacks,3393,3066
2029-05-05,Saturday,dinner,5010,4607
2029-05-06,Sunday,breakfast,4447,4207
2029-05-06,Sunday,lunch,5132,4681
2029-05-06,Sunday,snacks,3177,3004
2029-05-06,Sunday,dinner,5380,5196
2029-05-07,Monday,breakfast,7824,7486
2029-05-07,Monday,lunch,9447,8872
2029-05-07,Monday,snacks,6223,5782
2029-05-07,Monday,dinner,9425,8647
2029-05-08,Tuesday,breakfast,7539,7073
2029-05-08,Tuesday,lunch,9471,8645
2029-05-08,Tuesday,snacks,5807,5456
2029-05-08,Tuesday,dinner,9725,8662
2029-05-09,Wednesday,breakfast,7580,7247
2029-05-09,Wednesday,lunch,8954,8583
2029-05-09,Wednesday,snacks,6426,5857
2029-05-09,Wednesday,dinner,9064,8740
2029-05-10,Thursday,breakfast,8155,7478
2029-05-10,Thursday,lunch,9567,8895
2029-05-10,Thursday,snacks,5596,5411
2029-05-10,Thursday,dinner,9632,9230
2029-05-11,Friday,breakfast,7802,7198
2029-05-11,Friday,lunch,9104,8487
2029-05-11,Friday,snacks,6037,5356
2029-05-11,Friday,dinner,9206,8228
2029-05-12,Saturday,breakfast,4364,4055
2029-05-12,Saturday,lunch,4652,4430
2029-05-12,Saturday,snacks,3236,2873
2029-05-12,Saturday,dinner,5416,5159
2029-05-13,Sunday,breakfast,4242,3775
2029-05-13,Sunday,lunch,4906,4640
2029-05-13,Sunday,snacks,3495,3128
2029-05-13,Sunday,dinner,5305,5029
2029-05-14,Monday,breakfast,8448,7915
2029-05-14,Monday,lunch,8641,7839
2029-05-14,Monday,snacks,5566,5165
2029-05-14,Monday,dinner,9471,9175
2029-05-15,Tuesday,breakfast,8632,8218
2029-05-15,Tuesday,lunch,8793,8375
2029-05-15,Tuesday,snacks,5987,5273
2029-05-15,Tuesday,dinner,8960,8150
2029-05-16,Wednesday,breakfast,8396,7630
2029-05-16,Wednesday,lunch,9106,8703
2029-05-16,Wednesday,snacks,6237,5993
2029-05-16,Wednesday,dinner,9128,8556
2029-05-17,Thursday,breakfast,8060,7715
2029-05-17,Thursday,lunch,8350,7883
2029-05-17,Thursday,snacks,5663,5075
2029-05-17,Thursday,dinner,9892,9203
2029-05-18,Friday,breakfast,8046,7515
2029-05-18,Friday,lunch,9087,8590
2029-05-18,Friday,snacks,6249,5869
2029-05-18,Friday,dinner,10251,9032
2029-05-19,Saturday,breakfast,4058,3841
2029-05-19,Saturday,lunch,4584,4172
2029-05-19,Saturday,snacks,3413,3281
2029-05-19,Saturday,dinner,5043,4888
2029-05-20,Sunday,breakfast,4217,3915
2029-05-20,Sunday,lunch,5267,4829
2029-05-20,Sunday,snacks,3244,2911
2029-05-20,Sunday,dinner,5176,4862
2029-05-21,Monday,breakfast,7553,6969
2029-05-21,Monday,lunch,9321,9039
2029-05-21,Monday,snacks,5985,5678
2029-05-21,Monday,dinner,9896,9492
2029-05-22,Tuesday,breakfast,8581,7691
2029-05-22,Tuesday,lunch,8392,7521
2029-05-22,Tuesday,snacks,5737,5464
2029-05-22,Tuesday,dinner,8764,8105
2029-05-23,Wednesday,breakfast,7445,6637
2029-05-23,Wednesday,lunch,9566,9252
2029-05-23,Wednesday,snacks,5687,5485
2029-05-23,Wednesday,dinner,9156,8306
2029-05-24,Thursday,breakfast,8281,7678
2029-05-24,Thursday,lunch,8447,7552
2029-05-24,Thursday,snacks,5754,5502
2029-05-24,Thursday,dinner,9231,8596
2029-05-25,Friday,breakfast,8235,7756
2029-05-25,Friday,lunch,8562,7895
2029-05-25,Friday,snacks,5705,5161
2029-05-25,Friday,dinner,9353,8528
2029-05-26,Saturday,breakfast,4250,4079
2029-05-26,Saturday,lunch,5113,4629
2029-05-26,Saturday,snacks,3263,2963
2029-05-26,Saturday,dinner,5299,4713
2029-05-27,Sunday,breakfast,4718,4433
2029-05-27,Sunday,lunch,5251,4893
2029-05-27,Sunday,snacks,3370,3018
2029-05-27,Sunday,dinner,5179,4754
2029-05-28,Monday,breakfast,8329,7769
2029-05-28,Monday,lunch,9391,8676
2029-05-28,Monday,snacks,5573,4961
2029-05-28,Monday,dinner,9502,9036
2029-05-29,Tuesday,breakfast,7902,7562
2029-05-29,Tuesday,lunch,8927,8455
2029-05-29,Tuesday,snacks,6363,5967
2029-05-29,Tuesday,dinner,10123,9211
2029-05-30,Wednesday,breakfast,7509,7230
2029-05-30,Wednesday,lunch,9405,9027
2029-05-30,Wednesday,snacks,5850,5424
2029-05-30,Wednesday,dinner,8893,7935
2029-05-31,Thursday,breakfast,7989,7105
2029-05-31,Thursday,lunch,9529,8508
2029-05-31,Thursday,snacks,5613,5429
2029-05-31,Thursday,dinner,9281,8305
2029-06-01,Friday,breakfast,8373,7739
2029-06-01,Friday,lunch,8285,7359
2029-06-01,Friday,snacks,5529,5283
2029-06-01,Friday,dinner,8758,8419
2029-06-02,Saturday,breakfast,4726,4528
2029-06-02,Saturday,lunch,4560,4377
2029-06-02,Saturday,snacks,3160,2853
2029-06-02,Saturday,dinner,5074,4861
2029-06-03,Sunday,breakfast,4590,4218
2029-06-03,Sunday,lunch,5096,4753
2029-06-03,Sunday,snacks,3282,3164
2029-06-03,Sunday,dinner,5392,4815
2029-06-04,Monday,breakfast,7899,7618
2029-06-04,Monday,lunch,9352,9065
2029-06-04,Monday,snacks,6368,6172
2029-06-04,Monday,dinner,10054,9210
2029-06-05,Tuesday,breakfast,7487,6779
2029-06-05,Tuesday,lunch,9565,9103
2029-06-05,Tuesday,snacks,5759,5439
2029-06-05,Tuesday,dinner,10084,9134
2029-06-06,Wednesday,breakfast,8212,7319
2029-06-06,Wednesday,lunch,8449,7600
2029-06-06,Wednesday,snacks,5957,5681
2029-06-06,Wednesday,dinner,9699,8891
2029-06-07,Thursday,breakfast,7678,7095
2029-06-07,Thursday,lunch,9522,9127
2029-06-07,Thursday,snacks,6395,5794
2029-06-07,Thursday,dinner,8777,7905
2029-06-08,Friday,breakfast,8618,8007
2029-06-08,Friday,lunch,8648,7640
2029-06-08,Friday,snacks,5535,5179
2029-06-08,Friday,dinner,9442,8855
2029-06-09,Saturday,breakfast,4317,3954
2029-06-09,Saturday,lunch,4922,4493
2029-06-09,Saturday,snacks,3402,3205
2029-06-09,Saturday,dinner,4940,4787
2029-06-10,Sunday,breakfast,4713,4306
2029-06-10,Sunday,lunch,4631,4310
2029-06-10,Sunday,snacks,3101,2799
2029-06-10,Sunday,dinner,5214,4746
2029-06-11,Monday,breakfast,8297,7681
2029-06-11,Monday,lunch,8873,8189
2029-06-11,Monday,snacks,6403,6178
2029-06-11,Monday,dinner,9781,9244
2029-06-12,Tuesday,breakfast,7992,7223
2029-06-12,Tuesday,lunch,8774,8201
2029-06-12,Tuesday,snacks,5923,5239
2029-06-12,Tuesday,dinner,9854,9081
2029-06-13,Wednesday,breakfast,8433,8136
2029-06-13,Wednesday,lunch,9620,8588
2029-06-13,Wednesday,snacks,6155,5731
2029-06-13,Wednesday,dinner,10185,9553
2029-06-14,Thursday,breakfast,8028,7178
2029-06-14,Thursday,lunch,8294,7406
2029-06-14,Thursday,snacks,6027,5550
2029-06-14,Thursday,dinner,10209,9512
2029-06-15,Friday,breakfast,8431,7696
2029-06-15,Friday,lunch,8755,8189
2029-06-15,Friday,snacks,6096,5381
2029-06-15,Friday,dinner,8979,7952
2029-06-16,Saturday,breakfast,4246,3982
2029-06-16,Saturday,lunch,5212,4597
2029-06-16,Saturday,snacks,3156,3038
2029-06-16,Saturday,dinner,5424,5258
2029-06-17,Sunday,breakfast,4398,4109
2029-06-17,Sunday,lunch,4840,4330
2029-06-17,Sunday,snacks,3254,3018
2029-06-17,Sunday,dinner,5569,5027
2029-06-18,Monday,breakfast,7555,6876
2029-06-18,Monday,lunch,8382,8058
2029-06-18,Monday,snacks,6199,5968
2029-06-18,Monday,dinner,10066,9114
2029-06-19,Tuesday,breakfast,8422,8102
2029-06-19,Tuesday,lunch,8561,8186
2029-06-19,Tuesday,snacks,5897,5389
2029-06-19,Tuesday,dinner,9458,9114
2029-06-20,Wednesday,breakfast,7404,7145
2029-06-20,Wednesday,lunch,9470,8339
